gene_original,SYMBOL,ENTREZID
RPN2 (6185),RPN2,6185
TGIF2 (60436),TGIF2,60436
CASQ2 (845),CASQ2,845
PKD2 (5311),PKD2,5311
ABCG2 (9429),ABCG2,9429
SPP1 (6696),SPP1,6696
STBD1 (8987),STBD1,8987
CCNI (10983),CCNI,10983
RARRES1 (5918),RARRES1,5918
MFSD1 (64747),MFSD1,64747
RAB3GAP2 (25782),RAB3GAP2,25782
EEF2KMT (196483),EEF2KMT,196483
PPL (5493),PPL,5493
UBN1 (29855),UBN1,29855
KLF12 (11278),KLF12,11278
UCHL3 (7347),UCHL3,7347
PCDH17 (27253),PCDH17,27253
HS1BP3 (64342),HS1BP3,64342
LDAH (60526),LDAH,60526
WDR35 (57539),WDR35,57539
CCND2 (894),CCND2,894
ELL2 (22936),ELL2,22936
DNAH7 (56171),DNAH7,56171
CYP20A1 (57404),CYP20A1,57404
NDUFB3 (4709),NDUFB3,4709
GTF3C3 (9330),GTF3C3,9330
SATB2 (23314),SATB2,23314
UBE2B (7320),UBE2B,7320
TRPM6 (140803),TRPM6,140803
GDA (9615),GDA,9615
KLF9 (687),KLF9,687
TJP2 (9414),TJP2,9414
ITGB1BP1 (9270),ITGB1BP1,9270
CPSF3 (51692),CPSF3,51692
PIGZ (80235),PIGZ,80235
SENP5 (205564),SENP5,205564
CCDC92 (80212),CCDC92,80212
C1orf198 (84886),C1orf198,84886
TRIM67 (440730),TRIM67,440730
HEATR1 (55127),HEATR1,55127
PTBP3 (9991),PTBP3,9991
RAD23B (5887),RAD23B,5887
FKBP15 (23307),FKBP15,23307
CTNNAL1 (8727),CTNNAL1,8727
ABITRAM (54942),ABITRAM,54942
DYNC2I2 (89891),DYNC2I2,89891
SET (6418),SET,6418
PTPA (5524),PTPA,5524
GLE1 (2733),GLE1,2733
RAB14 (51552),RAB14,51552
CNTRL (11064),CNTRL,11064
TRIM32 (22954),TRIM32,22954
FBXW2 (26190),FBXW2,26190
PHF19 (26147),PHF19,26147
NEK6 (10783),NEK6,10783
BSPRY (54836),BSPRY,54836
PPP6C (5537),PPP6C,5537
NDUFA8 (4702),NDUFA8,4702
HDHD3 (81932),HDHD3,81932
RBM18 (92400),RBM18,92400
SLC46A2 (57864),SLC46A2,57864
HSDL2 (84263),HSDL2,84263
MAPKAP1 (79109),MAPKAP1,79109
NR4A3 (8013),NR4A3,8013
INVS (27130),INVS,27130
GALNT12 (79695),GALNT12,79695
DENND1A (57706),DENND1A,57706
ALG2 (85365),ALG2,85365
CSF3R (1441),CSF3R,1441
KDSR (2531),KDSR,2531
VPS4B (9525),VPS4B,9525
ONECUT2 (9480),ONECUT2,9480
C19orf25 (148223),C19orf25,148223
ZBTB45 (84878),ZBTB45,84878
YLPM1 (56252),YLPM1,56252
DCAF4 (26094),DCAF4,26094
PROX2 (283571),PROX2,283571
FCF1 (51077),FCF1,51077
PGF (5228),PGF,5228
IFI27L2 (83982),IFI27L2,83982
BBOF1 (80127),BBOF1,80127
NEK9 (91754),NEK9,91754
ACYP1 (97),ACYP1,97
IFT43 (112752),IFT43,112752
NPC2 (10577),NPC2,10577
DNAL1 (83544),DNAL1,83544
IRF2BPL (64207),IRF2BPL,64207
ACOT2 (10965),ACOT2,10965
LTBP2 (4053),LTBP2,4053
AREL1 (9870),AREL1,9870
MLH3 (27030),MLH3,27030
TTLL5 (23093),TTLL5,23093
FLVCR2 (55640),FLVCR2,55640
ABCD4 (5826),ABCD4,5826
DLST (1743),DLST,1743
PPP4R4 (57718),PPP4R4,57718
TGFB3 (7043),TGFB3,7043
ZC2HC1C (79696),ZC2HC1C,79696
SLIRP (81892),SLIRP,81892
RBM25 (58517),RBM25,58517
ALDH6A1 (4329),ALDH6A1,4329
GPR68 (8111),GPR68,8111
ESRRB (2103),ESRRB,2103
EIF2B2 (8892),EIF2B2,8892
NRDE2 (55051),NRDE2,55051
COQ6 (51004),COQ6,51004
ZNF410 (57862),ZNF410,57862
RHOQ (23433),RHOQ,23433
GPR75 (10936),GPR75,10936
SUPT7L (9913),SUPT7L,9913
KLHL29 (114818),KLHL29,114818
DNMT3A (1788),DNMT3A,1788
TMEM214 (54867),TMEM214,54867
ATAD2B (54454),ATAD2B,54454
FKBP1B (2281),FKBP1B,2281
ATL2 (64225),ATL2,64225
YPEL5 (51646),YPEL5,51646
FAM98A (25940),FAM98A,25940
YIPF4 (84272),YIPF4,84272
AFTPH (54812),AFTPH,54812
LGALSL (29094),LGALSL,29094
CNRIP1 (25927),CNRIP1,25927
BCL11A (53335),BCL11A,53335
CRIPT (9419),CRIPT,9419
EPCAM (4072),EPCAM,4072
SLC17A5 (26503),SLC17A5,26503
OGFRL1 (79627),OGFRL1,79627
SLF2 (55719),SLF2,55719
IDE (3416),IDE,3416
ELOVL3 (83401),ELOVL3,83401
IFIT3 (3437),IFIT3,3437
NKX2-3 (159296),NKX2-3,159296
IFIT2 (3433),IFIT2,3433
GPAM (57678),GPAM,57678
CUTC (51076),CUTC,51076
PPP1R3C (5507),PPP1R3C,5507
PYROXD2 (84795),PYROXD2,84795
CNNM1 (26507),CNNM1,26507
MXI1 (4601),MXI1,4601
SMNDC1 (10285),SMNDC1,10285
C10orf88 (80007),C10orf88,80007
HELLS (3070),HELLS,3070
TCTN3 (26123),TCTN3,26123
DENND10 (404636),DENND10,404636
AVPI1 (60370),AVPI1,60370
WDR11 (55717),WDR11,55717
ARMH3 (79591),ARMH3,79591
KCNIP2 (30819),KCNIP2,30819
CFAP58 (159686),CFAP58,159686
GOT1 (2805),GOT1,2805
GNA13 (10672),GNA13,10672
HOXB8 (3218),HOXB8,3218
KANSL1 (284058),KANSL1,284058
HOXB5 (3215),HOXB5,3215
HOXB3 (3213),HOXB3,3213
HOXB1 (3211),HOXB1,3211
DUSP1 (1843),DUSP1,1843
PANK3 (79646),PANK3,79646
MSX2 (4488),MSX2,4488
TEK (7010),TEK,7010
RCL1 (10171),RCL1,10171
CAAP1 (79886),CAAP1,79886
MOB3B (79817),MOB3B,79817
MLANA (2315),MLANA,2315
CD274 (29126),CD274,29126
GRIA2 (2891),GRIA2,2891
NUP43 (348995),NUP43,348995
MTHFD1L (25902),MTHFD1L,25902
LRP11 (84918),LRP11,84918
CCDC170 (80129),CCDC170,80129
PCMT1 (5110),PCMT1,5110
PLEKHG1 (57480),PLEKHG1,57480
CYSTM1 (84418),CYSTM1,84418
WDR55 (54853),WDR55,54853
ARAP3 (64411),ARAP3,64411
MRPS14 (63931),MRPS14,63931
CENPL (91687),CENPL,91687
TNFSF18 (8995),TNFSF18,8995
GORAB (92344),GORAB,92344
ACAT2 (39),ACAT2,39
TCP1 (6950),TCP1,6950
TTLL2 (83887),TTLL2,83887
SNX19 (399979),SNX19,399979
MSANTD2 (79684),MSANTD2,79684
TP53AIP1 (63970),TP53AIP1,63970
TEX11 (56159),TEX11,56159
ARR3 (407),ARR3,407
PDZD11 (51248),PDZD11,51248
SLC10A7 (84068),SLC10A7,84068
NUDCD1 (84955),NUDCD1,84955
ENY2 (56943),ENY2,56943
MASTL (84930),MASTL,84930
KIAA1217 (56243),KIAA1217,56243
PLXDC2 (84898),PLXDC2,84898
EPC1 (80314),EPC1,80314
CCDC77 (84318),CCDC77,84318
TAF12 (6883),TAF12,6883
ENOX1 (55068),ENOX1,55068
MTRF1 (9617),MTRF1,9617
SOHLH2 (54937),SOHLH2,54937
DNAJC15 (29103),DNAJC15,29103
PROSER1 (80209),PROSER1,80209
UFM1 (51569),UFM1,51569
WBP4 (11193),WBP4,11193
ELF1 (1997),ELF1,1997
SMAD9 (4093),SMAD9,4093
HSPH1 (10808),HSPH1,10808
KBTBD7 (84078),KBTBD7,84078
ALG5 (29880),ALG5,29880
EXOSC8 (11340),EXOSC8,11340
ETF1 (2107),ETF1,2107
TGFBI (7045),TGFBI,7045
FAM53C (51307),FAM53C,51307
SIL1 (64374),SIL1,64374
PAIP2 (51247),PAIP2,51247
KDM3B (51780),KDM3B,51780
EGR1 (1958),EGR1,1958
SERP1 (27230),SERP1,27230
PLS1 (5357),PLS1,5357
ZFP30 (22835),ZFP30,22835
NR2C1 (7181),NR2C1,7181
UTP20 (27340),UTP20,27340
TMPO (7112),TMPO,7112
ARL1 (400),ARL1,400
GLT8D2 (83468),GLT8D2,83468
MTERF2 (80298),MTERF2,80298
SOCS2 (8835),SOCS2,8835
NFYB (4801),NFYB,4801
WASHC3 (51019),WASHC3,51019
APAF1 (317),APAF1,317
DUSP4 (1846),DUSP4,1846
CLU (1191),CLU,1191
TNFRSF10B (8795),TNFRSF10B,8795
SORBS3 (10174),SORBS3,10174
PTK2B (2185),PTK2B,2185
PPP3CC (5533),PPP3CC,5533
PDLIM2 (64236),PDLIM2,64236
EPHX2 (2053),EPHX2,2053
RNF170 (81790),RNF170,81790
UBIAD1 (29914),UBIAD1,29914
TARDBP (23435),TARDBP,23435
TNFRSF8 (943),TNFRSF8,943
ZNF706 (51123),ZNF706,51123
LYPLA1 (10434),LYPLA1,10434
CRISPLD1 (83690),CRISPLD1,83690
COPS5 (10987),COPS5,10987
RDH10 (157506),RDH10,157506
EPX (8288),EPX,8288
AKAP1 (8165),AKAP1,8165
COIL (8161),COIL,8161
TRIM25 (7706),TRIM25,7706
SCPEP1 (59342),SCPEP1,59342
SPOP (8405),SPOP,8405
TBX2 (6909),TBX2,6909
SLC35B1 (10237),SLC35B1,10237
TBX4 (9496),TBX4,9496
TEX14 (56155),TEX14,56155
FAM117A (81558),FAM117A,81558
NCAPH (23397),NCAPH,23397
LRAT (9227),LRAT,9227
TMEM131L (23240),TMEM131L,23240
MND1 (84057),MND1,84057
TRIM6 (117854),TRIM6,117854
ABCC11 (85320),ABCC11,85320
TENT4B (64282),TENT4B,64282
ADCY7 (113),ADCY7,113
CEP89 (84902),CEP89,84902
TSHZ3 (57616),TSHZ3,57616
ECHDC2 (55268),ECHDC2,55268
PLBD1 (79887),PLBD1,79887
PYROXD1 (79912),PYROXD1,79912
KCNJ8 (3764),KCNJ8,3764
BCL2L14 (79370),BCL2L14,79370
PSPC1 (55269),PSPC1,55269
ZNF549 (256051),ZNF549,256051
A1BG (1),A1BG,1
ZSCAN18 (65982),ZSCAN18,65982
ZNF211 (10520),ZNF211,10520
PDZRN3 (23024),PDZRN3,23024
LHX4 (89884),LHX4,89884
RNF2 (6045),RNF2,6045
TRMT1L (81627),TRMT1L,81627
SEC22A (26984),SEC22A,26984
CSTA (1475),CSTA,1475
POPDC2 (64091),POPDC2,64091
B4GALT4 (8702),B4GALT4,8702
NAA50 (80218),NAA50,80218
KIF18A (81930),KIF18A,81930
DESI2 (51029),DESI2,51029
MAPK8IP1 (9479),MAPK8IP1,9479
CRY2 (1408),CRY2,1408
PEX16 (9409),PEX16,9409
DEPDC7 (91614),DEPDC7,91614
CAT (847),CAT,847
PILRB (29990),PILRB,29990
ZMYM2 (7750),ZMYM2,7750
GJA3 (2700),GJA3,2700
TBC1D15 (64786),TBC1D15,64786
ADGRB2 (576),ADGRB2,576
ZCCHC17 (51538),ZCCHC17,51538
FABP3 (2170),FABP3,2170
KHDRBS1 (10657),KHDRBS1,10657
TMEM39B (55116),TMEM39B,55116
CCRL2 (9034),CCRL2,9034
CCR2 (729230),CCR2,729230
POLR3GL (84265),POLR3GL,84265
TNFSF10 (8743),TNFSF10,8743
ZNF639 (51193),ZNF639,51193
PIK3CA (5290),PIK3CA,5290
PDS5A (23244),PDS5A,23244
TMEM156 (80008),TMEM156,80008
LIAS (11019),LIAS,11019
CPXM2 (119587),CPXM2,119587
TMEM54 (113452),TMEM54,113452
ZSCAN20 (7579),ZSCAN20,7579
CSMD2 (114784),CSMD2,114784
HPCA (3208),HPCA,3208
LRIF1 (55791),LRIF1,55791
CLCC1 (23155),CLCC1,23155
GPSM2 (29899),GPSM2,29899
GTDC1 (79712),GTDC1,79712
CXCR4 (7852),CXCR4,7852
ZRANB3 (84083),ZRANB3,84083
ACVR2A (92),ACVR2A,92
POLK (51426),POLK,51426
SV2C (22987),SV2C,22987
FLT3 (2322),FLT3,2322
RPL21 (6144),RPL21,6144
MTIF3 (219402),MTIF3,219402
GTF3A (2971),GTF3A,2971
RASL11A (387496),RASL11A,387496
UBL3 (5412),UBL3,5412
FYTTD1 (84248),FYTTD1,84248
MTERF4 (130916),MTERF4,130916
SASH3 (54440),SASH3,54440
OCRL (4952),OCRL,4952
PAEP (5047),PAEP,5047
MRPS2 (51116),MRPS2,51116
FMOD (2331),FMOD,2331
KIAA1191 (57179),KIAA1191,57179
COPA (1314),COPA,1314
HS3ST2 (9956),HS3ST2,9956
RBBP6 (5930),RBBP6,5930
ZC3H7A (29066),ZC3H7A,29066
SERAC1 (84947),SERAC1,84947
ANXA11 (311),ANXA11,311
LDB3 (11155),LDB3,11155
SHLD2 (54537),SHLD2,54537
PRXL2A (84293),PRXL2A,84293
ZNF205 (7755),ZNF205,7755
NAA60 (79903),NAA60,79903
RPL5 (6125),RPL5,6125
ODF2L (57489),ODF2L,57489
PTGFR (5737),PTGFR,5737
SPATA1 (100505741),SPATA1,100505741
TRMT13 (54482),TRMT13,54482
LRRC39 (127495),LRRC39,127495
RWDD3 (25950),RWDD3,25950
ZNF644 (84146),ZNF644,84146
CCDC18 (343099),CCDC18,343099
RPAP2 (79871),RPAP2,79871
SLC66A2 (80148),SLC66A2,80148
BBS9 (27241),BBS9,27241
PMS2 (5395),PMS2,5395
ZMIZ2 (83637),ZMIZ2,83637
SEPTIN7 (989),SEPTIN7,989
EEPD1 (80820),EEPD1,80820
KLHL7 (55975),KLHL7,55975
HERPUD2 (64224),HERPUD2,64224
CBX3 (11335),CBX3,11335
HNRNPA2B1 (3181),HNRNPA2B1,3181
WIPF3 (644150),WIPF3,644150
NXPH1 (30010),NXPH1,30010
HYCC1 (84668),HYCC1,84668
HOXA7 (3204),HOXA7,3204
INHBA (3624),INHBA,3624
FKBP9 (11328),FKBP9,11328
NT5C3A (51251),NT5C3A,51251
ARL4A (10124),ARL4A,10124
CCZ1 (51622),CCZ1,51622
POLM (27434),POLM,27434
RAMP3 (10268),RAMP3,10268
MRM2 (29960),MRM2,29960
TWIST1 (7291),TWIST1,7291
SMU1 (55234),SMU1,55234
GLIPR2 (152007),GLIPR2,152007
SLC25A51 (92014),SLC25A51,92014
CLTA (1211),CLTA,1211
RECK (8434),RECK,8434
SPINK4 (27290),SPINK4,27290
TAF1L (138474),TAF1L,138474
ACO1 (48),ACO1,48
PHF24 (23349),PHF24,23349
DNAI1 (27019),DNAI1,27019
DCAF10 (79269),DCAF10,79269
CNTFR (1271),CNTFR,1271
KIAA1549 (57670),KIAA1549,57670
TRIM24 (8805),TRIM24,8805
CYREN (78996),CYREN,78996
CALD1 (800),CALD1,800
NUDT10 (170685),NUDT10,170685
PLAU (5328),PLAU,5328
SRGN (5552),SRGN,5552
CHST3 (9469),CHST3,9469
BICC1 (80114),BICC1,80114
CISD1 (55847),CISD1,55847
EGR2 (1959),EGR2,1959
ECD (11319),ECD,11319
P4HA1 (5033),P4HA1,5033
SLC25A16 (8034),SLC25A16,8034
ZWINT (11130),ZWINT,11130
VPS26A (9559),VPS26A,9559
RBM19 (9904),RBM19,9904
CIT (11113),CIT,11113
IFT81 (28981),IFT81,28981
ACADS (35),ACADS,35
HVCN1 (84329),HVCN1,84329
DDX54 (79039),DDX54,79039
MED13L (23389),MED13L,23389
CDKN2C (1031),CDKN2C,1031
RNF11 (26994),RNF11,26994
RASSF8 (11228),RASSF8,11228
BHLHE41 (79365),BHLHE41,79365
SSPN (8082),SSPN,8082
ITPR2 (3709),ITPR2,3709
CCDC91 (55297),CCDC91,55297
NECAB1 (64168),NECAB1,64168
WWP1 (11059),WWP1,11059
ACOT9 (23597),ACOT9,23597
PRDX4 (10549),PRDX4,10549
DDX39A (10212),DDX39A,10212
PKN1 (5585),PKN1,5585
TRIR (79002),TRIR,79002
ADGRE5 (976),ADGRE5,976
WDR83 (84292),WDR83,84292
GIPC1 (10755),GIPC1,10755
SPRYD7 (57213),SPRYD7,57213
EBPL (84650),EBPL,84650
ATP7B (540),ATP7B,540
ZC3H13 (23091),ZC3H13,23091
NLN (57486),NLN,57486
CENPK (64105),CENPK,64105
OPTN (10133),OPTN,10133
ITIH5 (80760),ITIH5,80760
ATF1 (466),ATF1,466
TSFM (10102),TSFM,10102
ARHGAP9 (64333),ARHGAP9,64333
NCKAP1L (3071),NCKAP1L,3071
MMP19 (4327),MMP19,4327
PFDN5 (5204),PFDN5,5204
SPATS2 (65244),SPATS2,65244
ORMDL2 (29095),ORMDL2,29095
NR4A1 (3164),NR4A1,3164
HOXC13 (3229),HOXC13,3229
CDK2 (1017),CDK2,1017
LRP1 (4035),LRP1,4035
HOXC11 (3227),HOXC11,3227
ATG101 (60673),ATG101,60673
NFE2 (4778),NFE2,4778
HOXC12 (3228),HOXC12,3228
IKZF4 (64375),IKZF4,64375
SMUG1 (23583),SMUG1,23583
TUBA1B (10376),TUBA1B,10376
EEF1AKMT3 (25895),EEF1AKMT3,25895
KBTBD4 (55709),KBTBD4,55709
SARDH (1757),SARDH,1757
DBH (1621),DBH,1621
ATPAF1 (64756),ATPAF1,64756
STIL (6491),STIL,6491
HJURP (55355),HJURP,55355
IL13RA2 (3598),IL13RA2,3598
COL10A1 (1300),COL10A1,1300
AMD1 (262),AMD1,262
NDUFAF4 (29078),NDUFAF4,29078
USP45 (85015),USP45,85015
PLP1 (5354),PLP1,5354
MORF4L2 (9643),MORF4L2,9643
RAB9B (51209),RAB9B,51209
NRK (203447),NRK,203447
FAM199X (139231),FAM199X,139231
RAB9A (9367),RAB9A,9367
METTL8 (79828),METTL8,79828
TTC21B (79809),TTC21B,79809
NMI (9111),NMI,9111
TNFAIP6 (7130),TNFAIP6,7130
ACVR1C (130399),ACVR1C,130399
BAZ2B (29994),BAZ2B,29994
SLC36A1 (206358),SLC36A1,206358
LPGAT1 (9926),LPGAT1,9926
BATF3 (55509),BATF3,55509
G0S2 (50486),G0S2,50486
KCNJ2 (3759),KCNJ2,3759
RAP2C (57826),RAP2C,57826
EXOSC9 (5393),EXOSC9,5393
PLA2G12A (81579),PLA2G12A,81579
B9D2 (80776),B9D2,80776
COQ8B (79934),COQ8B,79934
PFKFB2 (5208),PFKFB2,5208
C4BPB (725),C4BPB,725
RAB38 (23682),RAB38,23682
GPR83 (10888),GPR83,10888
AGO2 (27161),AGO2,27161
MXD4 (10608),MXD4,10608
CKS2 (1164),CKS2,1164
DAW1 (164781),DAW1,164781
ACSL3 (2181),ACSL3,2181
CHPF (79586),CHPF,79586
DNPEP (23549),DNPEP,23549
INHA (3623),INHA,3623
OBSL1 (23363),OBSL1,23363
FAM124B (79843),FAM124B,79843
SLC12A4 (6560),SLC12A4,6560
ENKD1 (84080),ENKD1,84080
GCNT7 (140687),GCNT7,140687
FAM210B (116151),FAM210B,116151
PI3 (5266),PI3,5266
FAM209A (200232),FAM209A,200232
SNX21 (90203),SNX21,90203
SLPI (6590),SLPI,6590
WFDC3 (140686),WFDC3,140686
TTPAL (79183),TTPAL,79183
PREX1 (57580),PREX1,57580
KCNS1 (3787),KCNS1,3787
SLC12A5 (57468),SLC12A5,57468
ARHGAP40 (343578),ARHGAP40,343578
SDC4 (6385),SDC4,6385
NCOA3 (8202),NCOA3,8202
PIGT (51604),PIGT,51604
MATN4 (8785),MATN4,8785
NCOA5 (57727),NCOA5,57727
VAPB (9217),VAPB,9217
PARD6B (84612),PARD6B,84612
ATP5F1E (514),ATP5F1E,514
CHD6 (84181),CHD6,84181
PLCG1 (5335),PLCG1,5335
TOX2 (84969),TOX2,84969
SRSF6 (6431),SRSF6,6431
GDAP1L1 (78997),GDAP1L1,78997
ARFGEF2 (10564),ARFGEF2,10564
ZNFX1 (57169),ZNFX1,57169
CSE1L (1434),CSE1L,1434
RAB22A (57403),RAB22A,57403
PTGIS (5740),PTGIS,5740
STAU1 (6780),STAU1,6780
CDH26 (60437),CDH26,60437
SNAI1 (6615),SNAI1,6615
MOCS3 (27304),MOCS3,27304
STX16 (8675),STX16,8675
PMEPA1 (56937),PMEPA1,56937
RNF114 (55905),RNF114,55905
DDX27 (55661),DDX27,55661
BCAS4 (55653),BCAS4,55653
KCNK15 (60598),KCNK15,60598
TP53TG5 (27296),TP53TG5,27296
PCK1 (5105),PCK1,5105
ZBP1 (81030),ZBP1,81030
NEURL2 (140825),NEURL2,140825
MAGEA10 (4109),MAGEA10,4109
MTRR (4552),MTRR,4552
FASTKD3 (79072),FASTKD3,79072
PEPD (5184),PEPD,5184
CHST8 (64377),CHST8,64377
IQSEC2 (23096),IQSEC2,23096
VAMP7 (6845),VAMP7,6845
IL9R (3581),IL9R,3581
XG (7499),XG,7499
STAMBP (10617),STAMBP,10617
NAGK (55577),NAGK,55577
MCEE (84693),MCEE,84693
PAIP2B (400961),PAIP2B,400961
SNRNP27 (11017),SNRNP27,11017
MPHOSPH10 (10199),MPHOSPH10,10199
ATP8A1 (10396),ATP8A1,10396
USP22 (23326),USP22,23326
POF1B (79983),POF1B,79983
ZNF576 (79177),ZNF576,79177
ZNF45 (7596),ZNF45,7596
LYPD3 (27076),LYPD3,27076
PSG8 (440533),PSG8,440533
NDP (4693),NDP,4693
USP9X (8239),USP9X,8239
CRISP2 (7180),CRISP2,7180
F13A1 (2162),F13A1,2162
GRM4 (2914),GRM4,2914
TRERF1 (55809),TRERF1,55809
PACSIN1 (29993),PACSIN1,29993
BTN2A2 (10385),BTN2A2,10385
SIRT5 (23408),SIRT5,23408
MRS2 (57380),MRS2,57380
WRNIP1 (56897),WRNIP1,56897
RRP36 (88745),RRP36,88745
SNRPC (6631),SNRPC,6631
SERPINB6 (5269),SERPINB6,5269
XPO5 (57510),XPO5,57510
ABCC10 (89845),ABCC10,89845
H1-3 (3007),H1-3,3007
PEX6 (5190),PEX6,5190
NQO2 (4835),NQO2,4835
OARD1 (221443),OARD1,221443
UNC5CL (222643),UNC5CL,222643
AARS2 (57505),AARS2,57505
ZNF391 (346157),ZNF391,346157
RPS10 (6204),RPS10,6204
MOCS1 (4337),MOCS1,4337
H2BC11 (8970),H2BC11,8970
MED20 (9477),MED20,9477
OR2B6 (26212),OR2B6,26212
TBCC (6903),TBCC,6903
SPDEF (25803),SPDEF,25803
MAD2L1BP (9587),MAD2L1BP,9587
APOBEC2 (10930),APOBEC2,10930
KLHDC3 (116138),KLHDC3,116138
GNMT (27232),GNMT,27232
DNAH8 (1769),DNAH8,1769
TREM1 (54210),TREM1,54210
MEA1 (4201),MEA1,4201
KLHL31 (401265),KLHL31,401265
COL21A1 (81578),COL21A1,81578
CDKN1A (1026),CDKN1A,1026
SOX4 (6659),SOX4,6659
GLO1 (2739),GLO1,2739
CPNE5 (57699),CPNE5,57699
RREB1 (6239),RREB1,6239
SSR1 (6745),SSR1,6745
RIOK1 (83732),RIOK1,83732
NRN1 (51299),NRN1,51299
SLC35B3 (51000),SLC35B3,51000
RPP40 (10799),RPP40,10799
ATXN1 (6310),ATXN1,6310
NUP153 (9972),NUP153,9972
DEK (7913),DEK,7913
EEF1E1 (9521),EEF1E1,9521
RUNX2 (860),RUNX2,860
LRRFIP1 (9208),LRRFIP1,9208
RAB17 (64284),RAB17,64284
CXCL6 (6372),CXCL6,6372
EREG (2069),EREG,2069
MYRF (745),MYRF,745
SCGB1D2 (10647),SCGB1D2,10647
SCGB2A1 (4246),SCGB2A1,4246
AHNAK (79026),AHNAK,79026
EMC3 (55831),EMC3,55831
SSUH2 (51066),SSUH2,51066
SH3TC1 (54436),SH3TC1,54436
CNOT1 (23019),CNOT1,23019
BBS2 (583),BBS2,583
MT1G (4495),MT1G,4495
MT2A (4502),MT2A,4502
PHAF1 (80262),PHAF1,80262
GOT2 (2806),GOT2,2806
DOK4 (55715),DOK4,55715
GPR18 (2841),GPR18,2841
CLYBL (171425),CLYBL,171425
TMTC4 (84899),TMTC4,84899
RAP2A (5911),RAP2A,5911
ABCC4 (10257),ABCC4,10257
EFNB2 (1948),EFNB2,1948
TM9SF2 (9375),TM9SF2,9375
HROB (78995),HROB,78995
KIF25 (3834),KIF25,3834
IRF1 (3659),IRF1,3659
UPF3B (65109),UPF3B,65109
RNF113A (7737),RNF113A,7737
SEPTIN6 (23157),SEPTIN6,23157
TMEM255A (55026),TMEM255A,55026
NDUFA1 (4694),NDUFA1,4694
DMAC2L (27109),DMAC2L,27109
BMP4 (652),BMP4,652
PTGER2 (5732),PTGER2,5732
FAM193A (8603),FAM193A,8603
GRK4 (2868),GRK4,2868
SOX9 (6662),SOX9,6662
TEKT3 (64518),TEKT3,64518
HS3ST3B1 (9953),HS3ST3B1,9953
SLC25A35 (399512),SLC25A35,399512
MRPS7 (51081),MRPS7,51081
GGA3 (23163),GGA3,23163
ARMC7 (79637),ARMC7,79637
NUP85 (79902),NUP85,79902
SLC25A19 (60386),SLC25A19,60386
MIF4GD (57409),MIF4GD,57409
NT5C (30833),NT5C,30833
MSTO1 (55154),MSTO1,55154
TTF1 (7270),TTF1,7270
GTF3C4 (9329),GTF3C4,9329
DDX31 (64794),DDX31,64794
PPP1R12C (54776),PPP1R12C,54776
MBOAT7 (79143),MBOAT7,79143
SRMS (6725),SRMS,6725
OPRL1 (4987),OPRL1,4987
SLC2A4RG (56731),SLC2A4RG,56731
FNDC11 (79025),FNDC11,79025
PPDPF (79144),PPDPF,79144
IL1B (3553),IL1B,3553
PLGLB2 (5342),PLGLB2,5342
IL37 (27178),IL37,27178
CHCHD5 (84269),CHCHD5,84269
PAX8 (7849),PAX8,7849
INSIG2 (51141),INSIG2,51141
POLR1B (84172),POLR1B,84172
CCDC93 (54520),CCDC93,54520
PSD4 (23550),PSD4,23550
SLC25A23 (79085),SLC25A23,79085
PSPN (5623),PSPN,5623
GTF2F1 (2962),GTF2F1,2962
ALKBH7 (84266),ALKBH7,84266
CLPP (8192),CLPP,8192
TNFSF9 (8744),TNFSF9,8744
THOC2 (57187),THOC2,57187
MED1 (5469),MED1,5469
RPL23 (9349),RPL23,9349
ATG4C (84938),ATG4C,84938
CD70 (970),CD70,970
C3 (718),C3,718
SH2D3A (10045),SH2D3A,10045
TRIP10 (9322),TRIP10,9322
GPR108 (56927),GPR108,56927
TNFSF14 (8740),TNFSF14,8740
FOSB (2354),FOSB,2354
OPA3 (80207),OPA3,80207
SNRPD2 (6633),SNRPD2,6633
RTN2 (6253),RTN2,6253
EML2 (24139),EML2,24139
VASP (7408),VASP,7408
SYMPK (8189),SYMPK,8189
GPCPD1 (56261),GPCPD1,56261
SDCBP2 (27111),SDCBP2,27111
PANK2 (80025),PANK2,80025
GNRH2 (2797),GNRH2,2797
FOXA2 (3170),FOXA2,3170
GZF1 (64412),GZF1,64412
NAPB (63908),NAPB,63908
CENPB (1059),CENPB,1059
PSMF1 (9491),PSMF1,9491
DTD1 (92675),DTD1,92675
RBCK1 (10616),RBCK1,10616
TMX4 (56255),TMX4,56255
STK35 (140901),STK35,140901
SNRPB (6628),SNRPB,6628
NRSN2 (80023),NRSN2,80023
AP5S1 (55317),AP5S1,55317
RRBP1 (6238),RRBP1,6238
BMP2 (650),BMP2,650
ZNF133 (7692),ZNF133,7692
FLRT3 (23767),FLRT3,23767
OVOL2 (58495),OVOL2,58495
PCSK2 (5126),PCSK2,5126
MKKS (8195),MKKS,8195
BFSP1 (631),BFSP1,631
DSTN (11034),DSTN,11034
SNRPB2 (6629),SNRPB2,6629
MGME1 (92667),MGME1,92667
LRRN4 (164312),LRRN4,164312
TBC1D20 (128637),TBC1D20,128637
ITPA (3704),ITPA,3704
TCF15 (6939),TCF15,6939
OTOR (56914),OTOR,56914
MCM8 (84515),MCM8,84515
TMEM74B (55321),TMEM74B,55321
FAM110A (83541),FAM110A,83541
SIRPD (128646),SIRPD,128646
